"pressSN","endTime","time","plcTime","machineState","pressState"
"70001004",,"2023-04-25T08:07:29.8126785-05:00","2023-04-25T08:15:39.56-05:00","POST_PRINT","Print"
"70001004",,"2023-04-25T08:07:53.3802023-05:00","2023-04-25T08:16:03.223-05:00","DYNAMIC_READY","Ready"
"70001004",,"2023-04-25T08:08:21.1785961-05:00","2023-04-25T08:16:30.87-05:00","PRE_PRINT","Print"
"70001004",,"2023-04-25T08:09:38.11932-05:00","2023-04-25T08:17:47.797-05:00","PRINT","Print"
"70001004",,"2023-04-25T08:10:01.6954718-05:00","2023-04-25T08:18:11.453-05:00","POST_PRINT","Print"
"70001004",,"2023-04-25T08:10:25.2702863-05:00","2023-04-25T08:18:35.125-05:00","DYNAMIC_READY","Ready"
"70001004",,"2023-04-25T08:20:54.4167207-05:00","2023-04-25T08:29:04.179-05:00","READY","Ready"
"70001004",,"2023-04-25T08:28:31.2509906-05:00","2023-04-25T08:36:40.827-05:00","PRE_PRINT","Print"
"70001004",,"2023-04-25T08:34:04.7705005-05:00","2023-04-25T08:42:14.526-05:00","PRINT","Print"
"70001004",,"2023-04-25T08:34:23.4852934-05:00","2023-04-25T08:42:33.229-05:00","POST_PRINT","Print"
"70001004",,"2023-04-25T08:34:47.250695-05:00","2023-04-25T08:42:56.893-05:00","DYNAMIC_READY","Ready"
"70001004",,"2023-04-25T08:35:05.7968121-05:00","2023-04-25T08:43:15.557-05:00","PRE_PRINT","Print"
"70001004",,"2023-04-25T08:35:53.7363844-05:00","2023-04-25T08:44:03.388-05:00","PRINT","Print"
"70001004",,"2023-04-25T08:36:17.4889167-05:00","2023-04-25T08:44:27.131-05:00","POST_PRINT","Print"
"70001004",,"2023-04-25T08:36:41.070615-05:00","2023-04-25T08:44:50.827-05:00","DYNAMIC_READY","Ready"
"70001004",,"2023-04-25T08:40:12.1423664-05:00","2023-04-25T08:48:21.824-05:00","PRE_PRINT","Print"
"70001004",,"2023-04-25T08:40:59.4796037-05:00","2023-04-25T08:49:09.119-05:00","PRINT","Print"
"70001004",,"2023-04-25T08:50:18.4074365-05:00","2023-04-25T08:58:28.214-05:00","POST_PRINT","Print"
"70001004",,"2023-04-25T08:50:41.9880414-05:00","2023-04-25T08:58:51.757-05:00","DYNAMIC_READY","Ready"
"70001004",,"2023-04-25T09:00:26.9154203-05:00","2023-04-25T09:08:36.476-05:00","GO_TO_STANDBY","Standby"
"70001004",,"2023-04-25T09:00:32.9594972-05:00","2023-04-25T09:08:42.58-05:00","STANDBY","Standby"
"70001004",,"2023-04-25T09:01:15.665738-05:00","2023-04-25T09:09:25.38-05:00","GO_TO_OFF","Off"
"70001004",,"2023-04-25T09:01:25.1397231-05:00","2023-04-25T09:09:34.811-05:00","OFF","Off"
"70001004",,"2023-04-25T09:01:50.9291427-05:00","2023-04-25T09:10:00.562-05:00","GO_TO_SERVICE","Service"
"70001004",,"2023-04-25T09:01:51.1668279-05:00","2023-04-25T09:10:00.706-05:00","SERVICE","Service"
"70001004",,"2023-04-25T09:24:05.5131451-05:00","2023-04-25T09:32:15.181-05:00","OFF","Off"
"70001004",,"2023-04-25T09:24:41.3120819-05:00","2023-04-25T09:32:51.004-05:00","MECH_INIT","Off"
"70001004",,"2023-04-25T09:25:33.6752511-05:00","2023-04-25T09:33:43.284-05:00","STANDBY","Standby"
"70001004",,"2023-04-25T09:25:58.4840695-05:00","2023-04-25T09:34:08.059-05:00","GET_READY","GetReady"
"70001004",,"2023-04-25T09:29:42.4384132-05:00","2023-04-25T09:37:52.175-05:00","GO_TO_STANDBY","Standby"
"70001004",,"2023-04-25T09:30:09.2114377-05:00","2023-04-25T09:38:18.968-05:00","STANDBY","Standby"
"70001004",,"2023-04-25T09:30:11.2692389-05:00","2023-04-25T09:38:20.903-05:00","GO_TO_OFF","Off"
"70001004",,"2023-04-25T09:30:20.7153504-05:00","2023-04-25T09:38:30.335-05:00","OFF","Off"
"70001004",,"2023-04-25T09:30:58.3651161-05:00","2023-04-25T09:39:08.11-05:00","MECH_INIT","Off"
"70001004",,"2023-04-25T09:31:50.9455338-05:00","2023-04-25T09:40:00.589-05:00","STANDBY","Standby"
"70001004",,"2023-04-25T09:31:59.3792479-05:00","2023-04-25T09:40:09.07-05:00","GET_READY","GetReady"
"70001004",,"2023-04-25T09:35:10.9307856-05:00","2023-04-25T09:43:20.594-05:00","DYNAMIC_READY","Ready"
"70001004",,"2023-04-25T09:37:56.5090502-05:00","2023-04-25T09:46:06.207-05:00","PRE_PRINT","Print"
"70001004",,"2023-04-25T09:39:08.0045223-05:00","2023-04-25T09:47:17.734-05:00","PRINT","Print"
"70001004",,"2023-04-25T09:39:40.4231265-05:00","2023-04-25T09:47:50.07-05:00","POST_PRINT","Print"
"70001004",,"2023-04-25T09:39:57.7515672-05:00","2023-04-25T09:48:07.389-05:00","DYNAMIC_READY","Ready"
"70001004",,"2023-04-25T09:40:35.6222302-05:00","2023-04-25T09:48:45.293-05:00","PRE_PRINT","Print"
"70001004",,"2023-04-25T09:41:23.5490183-05:00","2023-04-25T09:49:33.317-05:00","PRINT","Print"
"70001004",,"2023-04-25T09:41:50.5454261-05:00","2023-04-25T09:50:00.164-05:00","POST_PRINT","Print"
"70001004",,"2023-04-25T09:42:14.3101364-05:00","2023-04-25T09:50:23.9-05:00","DYNAMIC_READY","Ready"
"70001004",,"2023-04-25T09:44:57.6584898-05:00","2023-04-25T09:53:07.273-05:00","PRE_PRINT","Print"
